title,review_text,username,date
Absolutely incredible; truly a must-watch,"It's difficult to put into words how powerful this film is. In fact, I'd go as far to say as this is so much more than just a film. After watching this, you somehow feel as if you've experienced a whole lifetime in a mere 3 hours. There isn't a single moment that goes unwasted; everything is purposeful.

This is a sci-fi film in which the 'fi' part enables the film to convery so many powerful messages. It puts just the right amout of focus on science without trying too hard to explain or prove itself. To me, one of the most powerful effects this film has left me with is the concept of impermanence. Our time on this world is finite and we should cherish and embrace it as much as we can. The film also fiddles with the concept of time and uses it as an integral part of the plot. But perhaps the most powerful message of this film is of the human condition. Yes, as humans we have our shortcomings. But we can also show remarkable empathy, dedication and ingenuity.

I would be lying if I said I wasn't highly emotional while watching this film. In fact, I found myself breaking into tears several times throughout the film. I know this review wasn't very analytical - I will say the following though: this film is so immersive and well done that you forget you're watching a film. The acting is simply superb and believable at all times. Reviewing this without talking about the audio and the music would be a great disservice. The film is accompanied by one of the most brilliant soundtracks. From a composition perspective, it might seem that there isn't a lot going on in the music. But the power of the soundtrack is in its simplicity and the emotions it manages to evoke.

I will end this review by saying that I truly think this film has made me a better person in some sense. It reminded me of how powerful humans can be, and how we should use our finite time on this planet to care and be empathic towards each other and our planet.",zivshechtman,2023-01-14
Absolutely Brilliant,"A team of explorers travel through a wormhole in an attempt to ensure humanity's survival.

Going into this I had mixed feelings because some have praised it, others have panned it, and some say it is good with reservations. There were allegedly issues with he sound in theaters, and any number of other issues. Then, when we get to the Oscars, the film gets nominations in the technical fields but not in the top honors.

This was wrong. Maybe this is not the best role from Matthew McConaughey or Anne Hathaway. Though, the fact that a ""Hathaway hater"" like myself enjoyed it should say something. And I think Jessica Chastain should have received a Best Supporting nomination. She easily outshines Laura Dern in ""Wild"".

This may be the greatest ever film about physics.",gavin6942,2015-01-25
"An Emotional, Beautiful Journey into the Unknown","(This is both a review of the film, and an assertion of Christopher Nolan's filmmaking style)

There have been many reviewers and critics alike that have high praise for the film (the visual effects, the acting, the music), but say how it's not Christopher Nolan's best directed film. This is where i personally would have to disagree. Before i get into it, though, i'll talk about Interstellar a bit.

Interstellar is truly a sci-fi epic like no other. To compare said film to '2001: A Space Odyssey' isn't just a disservice, but unnecessary. The films are almost nothing alike, simply sharing small plot elements. Also, Stanley Kubrick's vision of Arthur C. Clarke's sci-fi epic wasn't to ponder the philosophical questions that accompanied the story, but to make art, and art is was, and is. With Interstellar, Mr. Nolan set out to make his most personal and emotional film to date about love and time (time being a recurring theme throughout all of Nolan's films). But it's so much more than that too. There are no words to express the epic journey Nolan takes us on in the film, but needless to say, it's tear-jerking and emotional throughout. The acting is top-notch, especially McConaughey, who gives (I would say) his most emotional performance yet. But the actor who stole the show in a few scenes (one in particular, when they're on an alien planet) was David Gyasi as Romilly, one of the astronauts aboard the Endurance, their spacecraft. The musical score from Hans Zimmer is, without a doubt, his best and most influential work to date, helping drive the film's bold and breath-taking vision (the church organ helped significantly). The visual effects are easily the best to date as well, and of the year. To see a black hole created through visual effects in such a way, with pages theoretical equations provided by Kip Thorne (theoretical physicist, of whom's work inspired the film's genesis); what you see in the film is the most realistic depiction of a black hole, and even offered new insight to accretion discs surrounding the anomalies. But even everything else, from the alien planets to the Endurance, the visuals always look real. Then, there's the writing. I would definitely have to say this has some of the best dialogue i've ever heard in a sci-fi movie, and the script continually pours or oozes emotion, keeping the audience tethered to the film.

Now, about Mr. Nolan. Don't just look at Nolan, but look at his films. Some say Inception would be his masterpiece, while others would say it's The Dark Knight, or Memento. But honestly, every single film Christopher Nolan has directed is a masterpiece not of its genre, but of Nolan. Following is his quiet masterpiece, not the film that put Mr. Nolan on the map as a phenomenal director, but one people visited or revisited after becoming accustomed to Nolan, after seeing Memento, what could be called his breakout masterpiece. Then, right after, he directed the remake of the Norwegian thriller, Insomnia. This, too, could be considered a masterpiece, even if a remake. Then, we were given his take on the Batman universe, starting with Batman Begins, the origin masterpiece. Then, there's The Prestige, adapted from the novel of the same name, which can be called his dark masterpiece. The Dark Knight, his bold masterpiece; Inception, his complex masterpiece, and The Dark Knight Rises, his flawed masterpiece. Now, we have Interstellar, his emotional or personal masterpiece.

This is just my looking at Nolan and his films, but whatever your thoughts are, you can't deny Interstellar is one hell of a journey. He certainly is one of the best filmmakers of our time, and of all time. I can't wait to see what he does next, but i'm not sure it will be as emotionally powerful as Interstellar.",slayerjmk95,2014-11-03
A visual masterpiece.,"The fate of humanity rests in the hands of a small number of NASA pilots, who travel through a work hole in search of a new home.

I've only watched it for the second time, the first being when it first arrived on the big screen. My opinion hasn't altered since the viewing, it's an epic masterpiece, the story holds up remarkably well, but the acting and visuals all contribute to make this film something very special.

The story is remarkably good, it's cohesive, well balanced, it makes sense.

Matthew McConaughey's best film role still for me, he's awesome as the lead character, superbly supported by both Anne Hathaway and Michael Caine, it really is a well made epic.

The visuals, the special effects are all tremendous, and have held up as the years have gone past, it remains one of the most incredibly beautiful visual films of all time.

Epic 10/10.",Sleepin_Dragon,2022-12-26
'Interstellar',"'Interstellar' was incredible. The visuals, the score, the acting, were all amazing. The plot is definitely one of the most original I've seen in a while. Most of the critic reviews have said that some bits are a little too unbelievable, but I have to disagree. Yes, there were some parts that were definitely in the ""fi"" part of sci-fi. But the thing is, 'Interstellar' deals with concepts that we know very little about. We have no idea what the 4th or 5th dimension is like, or what it would be like to go through a wormhole or a black hole. I don't think it's fair to call something unbelievable, when we have absolutely no idea what WOULD be believable in those circumstances. Either way, excellent writing from the Nolan brothers. The visuals were outstanding, and will no doubt be nominated for an Oscar. The performances were excellent, though nothing Oscar worthy, as is the case with most of Nolan's films ('The Dark Knight' being the obvious exception). Hans Zimmer's score was amazing and blended perfectly with the film. All in all, 'Interstellar' is an excellent movie, which I personally think is Nolan's most beautiful film to date.",millert1409,2014-11-05
Sound issues,"I understand Mr. Nolan purposely made the dialogue in Interstellar indistinct to achieve some artistic goal. Unfortunately, I, being almost completely deaf, could not understand enough dialogue to even guess what was going on. I can usually get by without close captioning, but in this case, it was impossible. If I had known this going in, I would have opted for a theater with close captioning . . . whoops, this wasn't digital. Sarcasm aside, I guess Mr. Nolan did not think about how his decisions impacted the hearing impaired. I did not vote because it would not be fair to judge the book solely by its cover. I need to see the movie again with closed captioning before I can vote. I hope I didn't spoil this for anyone. Mr Nolan sure spoiled it for me.",george-617-695318,2014-11-24
I've never seen a movie so good in a long time,"This movie is no doubt the best I've ever scene this movie gives you everything emotions,love,hype,excitement,etc..
In my opinion this is the best movie made by Christopher nolan. The ending is so good that I had to watch it twice I loved this movie so much and tbh I don't think any movie will Top this one for me .",bomberh-86128,2022-07-06
"Good, but Overrated","This is a movie with plenty of things going for it. Great performances, incredible visual effects, an interesting story, and tons of really cool concepts, which make for a few genuinely powerful scenes, However, that doesn't make it the flawless masterpiece of cinematic genius everybody is labeling it as. There are tons of people giving this movie 10/10 ratings, leading to a user rating of 8.7, and it is now #29 on the IMDb top 250. WOW! That is a lot of praise! On the top 250, ""Interstellar"" is above ""Casablanca"", ""Raiders of the Lost Ark"", ""Psycho"", ""Apocalypse Now"", and ""CITIZEN KANE""! According to the users on IMDb, this movie's better than ""Citizen Kane"", which has been known as possibly the greatest film of all time!

Is is better than ""Citizen Kane""? No, not even close. The film is full of flaws, the biggest being the runtime. I may never see this movie again because of how long it felt! It feels like a lot of scenes are unneeded, and were made just so the movie could be longer, because Christopher Nolan wanted to make it seem really epic. I'm sure if Nolan cut a huge chunk of the movie out, it would've been better. A film by Nolan that is better than this one is ""The Dark Knight"", which has a somewhat long runtime, but it feels way shorter than it's runtime, and is extremely entertaining throughout. ""Interstellar"" is so long that it starts to really drag on and, at times, I began to just zone out.

The film is also a bit too dramatic. The dialogue about how ""love conquers all"" seemed very unnecessarily corny, as well as a few other select scenes in the movie. However, some sequences were quite powerful, especially the ending, which, actually, was kind of creepy. The concept of time was very prominent throughout the film, and it lead to some pretty creative and powerful sequences.

Overall, the film is recommended, but you should be warned that this movie was LOOOOOOOONG!!!!!!",framptonhollis,2015-08-29
Makes three hours feel like a lifetime - awful,"OK, I'll keep this brief, but I'll also nail my credentials to the mast first. I know science, cosmology, sci-fi and film-making pretty well. I have, in the past taught film studies at degree level, and worked on the production of more than one major Hollywood sci-fi film. I read Stephen Baxter and I like space stuff a lot. More than a lot. And why am I telling you this? Because I should have loved ""Interstellar"", but I didn't for one simple reason: It is a truly dreadful piece of film-making.

I won't even bother with dissecting the ""science"" in the film, because that isn't really the issue (it is wrong on pretty much every level). I'm not even going to bother complaining about the absurd audio balance in the sound mix. And I'll ignore the sub-standard special effects - because FX don't a great movie make.

The issues I have with Interstellar are essentially these: The film is an arse-numbing three hours long, and feels far longer. The pace is stunningly poorly judged - the first hour in particular could have been cut to ten minutes and far more would have been gained than lost.

The characters are paper-thin, and I didn't care about any of them. The plot is entirely derivative (mostly of the vastly superior ""Contact""). The special effects aren't special at all and the editing (or lack of) is so self-indulgent it is a text book example of a director so enamoured with his project that he loses objectivity. The result is a plodding, flabby, and desperately dull movie devoid of any real excitement or emotional impact.

I won't go on, but special mention must be made of the planets - Paddling World and Coldworld. You see virtually nothing of either, and so utterly uninteresting are they that what should have been a moment of genuine cinematic wonderment was squandered with a bit of poor CGI painfully inferior to ""A Perfect Storm"" and a location less dramatic than your own back garden.

I've probably not been a brief as I intended, but as I write this I feel the disappointment and actual anger I felt on leaving the cinema bubbling to the surface again. It was a total let-down and a waste of more than three hours of my life. The gushing reviews on here are ridiculous and absurd, and I am forced to conclude that reviewers either watched a different film to me, or saw something so brilliant it completely passed me by. I am fairly confident I didn't doze off, although I desperately wanted to.

So in conclusion, ""Contact"" did all of this far, far better, fifteen years ago. In Contact the characters are human, believable, beautifully realised and you care what happens to them. The relationship between Father and Daughter is deeply moving and inspiring. But then the plot is far more sophisticated anyway, dealing with the social tensions and impact of the discovery of extra-terrestrial life, the science is accurate and entirely plausible (it was written by Carl Sagan after all), the movie is genuinely thrilling and full of spectacle, and it has something very profound to say.

Contact is everything Interstellar is not, and it has a considerably shorter running time. Contact brought tears to my eyes, Interstellar bored me to tears.",BlokeWithABrainUK,2014-11-21
It's one of those movies,"The ones that you still think of weeks even months later. The ones that make you think and leave you breathless. The ones that inspire you to want to change your life after a mere two and a half hours.

I watched this movie the first time over a month and a half ago and it still crops up in my mind. The thought of space travel excites me along with countless others and this movie has literally made me rethink my life choices and pushed me into wanting to become an astronaut. As childish as it sounds, its true, because its one of those movies. Interstellar has become my new favourite movie by far.

Bravo Nolan what a great human bean",dagamingpeople,2015-05-03
A Love Story Against The Backdrop Of A Grand Interstellar Travel,"Love is the one thing that transcends time and space... 

New creation of Christopher Nolan's genius, whose name is now known to everyone. His films are waiting with a special look, because it offers something that every day, unfortunately, less and less can be found in the world of mass cinema - an interesting spectacle, filled with meaning, ideas and emotions. At this time, Christopher decided to send us not to the world of dreams, and even not on the dark streets of Gotham City. No, now he send us to the journey to, and perhaps beyond the boundaries of the possible and impossible, through the curvature of space and time, in other worlds. And you won't forget this trip, this can be assured. 

I was madly waiting for Interstellar's release. And then, finally, I was able to see this Beauty - at the premiere in my coutry on October, 29. It was incredibly exciting. It was a delight. It was unforgettable. It was gorgeous. Nolan once again amazes the viewer's imagination by his painting. Journey to the brink of infinity, the line where humanity has never set, acts as either the first-born purpose and a background of emotional history about the father and the daughter. A loving father who mankind need to help, but that he should leave his children, and a loving daughter who doesn't want to let her dad in the infinity darkness. 

Starting from the very first frame and ending with the closing credits, a new picture of Nolan will absorb you completely, forcing stare at the screen during the whole action, because it's all so exciting and interesting that escape becomes physically impossible. No, this three hours won't fly quickly for you. You'll feel every emotion, every event, every character. You will not look how the main characters travel through the universe, because the movie experience in this film is so excellent that you will be on board of ""Endurance"" starship and travel between the worlds with the main characters by yourself.

The emotional core of this story is the relationship of Matthew McConaughey's character and his daughter - Mackenzie Foy' and Jessica Chastain' character. And the acting work of these three artists in ""Interstellar"" impress the most. McConaughey was acting really great, and this is one of the most emotional, if not the most emotional role of his life. All the drama and tragedy of the relationship of father and daughter in this film will not leave anyone indifferent. Anne Hathaway, Wes Bentley, Michael Caine, Casey Affleck, Ellen Burstyn and other actors also coped with their roles and presented the film's supporting characters very realistic. I would particularly like to note a small but important in this story role of Matt Damon, a character who has received quite memorable. If we talk about the characters, it should be noted also two robots that accompanied our heroes in this difficult journey. One of them adds a touch of humor in the film, which mitigates constantly depressing, dramatic, and sometimes really dark atmosphere.

The script of the film is very well combined the history of space exploration and the relationship between Cooper and Murph. The story is complex and complicated, is based on real scientific theories by Kip Thorne, and indeed contains a reference to the ""Space Odyssey"" and other sci-fi pictures. This story about true love, about loyalty, forgiveness, fraud, hard decisions, and much more. And it is designed so that leaves a lot of room for the imagination of the viewer. It's also possible to notice some structure allusion to another Nolan's work - Inception. The story and visuals are combined just perfectly in Interstellar.

Hans Zimmer's score, written by him on the basis of only one letter from Nolan, hold the key: ""Once we become parents, we can't help but look at ourselves through the eyes of our children"", deserves a special praise. On this basis, Hans managed to write just incredible soundtrack that perfectly harmonizes with the history and the visual side of the picture. And this work of the composer is really different from the previous ones. It is executed in a different style from another subject in its base. Very impressive work, which will be pleasantly listened again and separate from the film itself. 

Visual range of the picture is incredibly beautiful and circuses. The ""Endurance"" itself, new worlds, insanely beautiful and mysterious space, wormholes, black holes, and travel through them, folds of time and space are arranged so that is simply breathtaking. I would like to thank all those who contributed to the creation of a visual of this film. It must be seen. That mastery with which this is done, not just words. In the visual pattern also has some references to the Kubrick's ""Odyssey"", and they are pleasing to the eye.

Many thanks to Christopher Nolan for having given us such an incredible movie, which once again proved to us that the cinema is Nolan's life. 

""Interstellar"" is a film that wins the hearts of the audience not only with its sci-fi splendor, but also an emotional story that lies at its very heart. This film is not only about the discoveries, space exploration and the final frontier of mankind, but also about the relationship of father and daughter, who were in a difficult situation in life when one has to leave the other in the name of a goal that can not be underestimated. So, with what Nolan's genius unfolds before us this action is beyond praise. Combining the story, filled with not only real science fiction, but the true human values ​​and emotions, outstanding and very emotional performances, breathtaking visuals, epic and dramatic soundtrack, Christopher Nolan breathed the life into this film by his directing to create something truly masterpiece again. 

""Do Not Go Gentle Into That Good Night... Rage, Rage Against The Dying Of The Light.""",gstards,2014-11-04
An amazing Drama with Sci-Fi elements.,"The key of this movie may feel like you're watching only a Science-Fiction movie. Most of the times Sci-Fi movies are not great at telling an effective, emotional drama stories. You can't find this type of movie easily, unless you are watching a Sci-Fi movie directed by Christopher Nolan and written by Jonathan Nolan.

Mixing those two genres is unique and dangerous. All the Nolan's projects are a bit dangerous and special.

Not only the storyline is so great but also nearly all other technical details are great!

Brilliant scores that composed by Hans Zimmer.

The film editing is just beyond perfect. One of the best film editings of all time.

The Cinematography by Wally Pfister is quite realistic and charming.

The VFX are just stunning. Even the scientist are amazed by how great it is.

Some of the people thinks this movie is based on wrong theories, so that makes it a bad movie. As you may know, all the movies are based on wrong things. You are watching a Sci-Fi movie. In being realistic, Sci-Fi movies are just one step ahead of Fantasy. Why would you look for reality in this movies? It's not a crime movie. If people would demand realistic movies, there would be a bigger Documentary sector.

The main reason why people think like that is this movie is not only based on wrong theories. It's mixed. Some of the theories are proven, some of them has potential to be true, some of them are not likely true.

But you can't make a movie that reflects so effective storyline with only the truth. Even ""Based on A True Story"" movies are so changed to make it more effective. You can't name any Sci-Fi movie that based on all true theories. Other Sci-Fi movies are not explaining the questions at all. And somehow when this movie tries to explain, this movie becames faulty. So better not trying to explain what's going on? In this movie there is no major flaw that you can't ignore. The main story is just so effective and perfect.",EVON1TY,2023-03-13
Fascinating Film,"The earth is plagued with droughts, famines and other apocalyptic disasters. Mankind must find a way to leave planet earth once and for all. An earth-like planet has been discovered in another solar system. A spaceship can travel fast through a wormhole though interstellar space but can Cooper get there and return to earth in time to see his daughter before she grows too old?

The Aging of Murph vs her father Cooper the answer is relativity playing a factor in aging - how fast time runs depend on the relative position of the observer and the subject.

Incredible movie - HIGHLY RECOMMENDED!

10/10",Tera-Jones,2020-11-15
"A familiar journey to the unknown, albeit a grand one","So last night I got the chance to see the early screening of Christopher Nolan's Interstellar. The film I've been waiting so much from the early days of the shooting. How did it fare? Here's my take:

To avoid any tl;dr risk, let me get this straight from the very beginning, Interstellar is one goddamnedly good film, it gets you to the edge of your seat, it soars, it warps, it rips your brain senseless. It's that good.

Interstellar is a story about the earth dying, with its soil no longer able to sustain crops other than corn, and of course, it will lead to the extinction of humanity. Our hero is an ex-NASA test pilot named Cooper (Matthew McConaughey), a typical ordinary-guy-in-an-extraordinary- situation everyman who's also a dedicated family man, especially toward his daughter Murphy (named after the Murphy's Law). In an all-too-Armageddon style our hero gets invited by the (publicly) defunct NASA to become humanity's last hope in finding a new home, for they have found a wormhole near Saturn (2001, anyone?) which will warp the astronauts to another galaxy in quest of a habitable planet. Solid and compact premise, although it's been used before.

For seasoned filmgoers, there are many similar elements (although it's understandable) with Stanley Kubrick's 2001: A Space Odyssey (1968) and Robert Zemeckis' Contact (1997). In a sense that this is not a bang-bang-shoot-shoot-blow-em-up sci-fi, but more of a slow-burning, metaphysical sci-fi which gets you to think about your place in the universe and your exact place in time.

Similarity with 2001 and Contact is never a bad thing, but it becomes a wee bit too predictable, although Nolan is a smart enough director in providing the final (a very sentimental one, I should say) twist in the story. The visuals in this film is majestic, everything is shot to a meticulously calculated level, Nolan-style. The space scenes are serenely suspenseful just like Cuaron's Gravity, but unlike the documentary feel of Gravity, there's a real gusto and pace to these scenes. You should also be prepared for the (for some, maybe) unexpected third act, it is Nolan's most sentimental and humane moment to date. And this is why Interstellar is more than just a science-fiction, it is a human drama intertwined in space and time loop.

One thing that Nolan gets a bit wrong is the narrative. Nolan was never a 'warm' director, his films are filled with brilliant ideas and flair but it feels cold, it maybe suits Memento and The Dark Knight but in Interstellar he seems to have been lost in determining which of the interpersonal drama or the sci-fi that will be Interstellar's forte. The result is a rather incongruous script, intermittently cutting off the excitement of the previous scene and so on. But it is a forgivable sin, for the good is a lot more than the bad in this monumental film. At the end of the day, all I can say is that Interstellar is a grand film. It is monolithic, thoughtful, sentimental, sophisticated, visceral but also with its flaws. I wouldn't say it's Nolan's best work to date, but I daresay that this is one of the best science fiction ever released.

After watching Interstellar, do yourself a favor and get lost in space and time and go back in time to see Contact (1997) and 2001: A Space Odyssey (1968) to further wonder and wander into the realms of the unknown.

Because sometimes it is the unknown that fascinates us, frightens us and brings out the best in us.",aldamayo,2014-11-04
Bit too overrated,"I am sorry but found this movie to be highly over rated. It was high on visual effects but low on the content in terms of script, story and the future of the world basically.I am sure it will grab few awards in these categories.

There was a similar hype around Avatar but when I saw Avatar, it had something new to offer. Interstellar doesn't offer anything new as such.If you put the movie Gravity and the movie Frequency together in 5D, wormhole angle, you have Intersetllar.In fact I found Frequency to be highly underrated movie.

Acting/Direction is good but wished the script were much more stronger.",rtneu,2014-11-11
emotional Ride,"I've probably watched this movie for the 10th time and wanted to watch it with my mum this time. Every time I cry in this movie. I'm 31 years old and I fall for it everytime. Probably one of the most beautiful movies ive ever seen in my life. Mathew and anne put on the performances of their lives while engaging the audience at every corner in the movie. 3 hours is a long time for a movie to run for yet by the end of the credits your yearning for more and wishing it wasn't ending. This still ranks as one of the best movies I've ever seen and I don't think that will change anytime soon. Special, enthralling, epic and just perfect in every way.",goobernatz,2023-01-19
"The most overrated movie on IMDb right now, a complete letdown","If you saw ""sunshine"" and thought ""wow, good thing they had scientist advisers, this stuff is so plausible"", you will like ""interstellar"".

If you saw ""armaggeddon"" and thought ""what an awesome movie, i just wished they would have dragged the scene where he says goodbye to his daughter out even more"", you will like ""interstellar"".

If you saw ""inception"" and thought ""this movie would be so much better in SPACE!"", you will like ""interstellar"".

And if you liked ""2001"" or any other intelligent/geeky sci-fi movie, you will hate ""interstellar"".

Like some of Nolan's earlier works, it's long for the sake of length only. Its plot is up there with ""armaggeddon"" in pure stupidity and forced US-cowboy-patriot-macho-ism, its special effects are underwhelming, its plot twists are obvious, its setting makes no sense, its characters are flat and forgettable, and its constant citations of ""2001"" just serve to make you remember how much better Kubrick did all of this with a tiny fraction of the money almost 50 years back.

Disappointing.",summerloud,2014-11-19
Perfect,"Have you ever wondered why there are so few good movies? Some movies have good story, some have delightful music, some have acting masterpieces and some movies have all of them together. Enjoying this movie is the easiest thing possible. Words are not the only means of expressing feelings.

Life is planting the seeds of love. Life is mental water that flows. Life is not about being alive, it's about being free
.

I haven't seen this movie for years because I want to forget it and give me the same new and great feeling again. But alas, legend never dies. I invite you to watch this movie. The next hours will be the best hours of your life.",AliGhods,2022-12-12
Epic in every way!,"Just watched Interstellar in imax 70mm. Science Fiction fans can read on, everyone else can skip. Movie is a visual masterpiece. Like his earlier movies, Christopher Nolan once again proved, how big a movie can be! There were some shots,which made audience go crazy..Some scenes were as epic as 2001: A Space Odyssey. Do not go into the theatre expecting an action packed cerebral thriller. This one is not for action fans. At times, movie go highly sentimental( Matthew McConaughey does what he is best in and supposed to). I recommend this movie to all the Sci-Fi fans out there, make sure you go in group of sci-fi nuts!! Do not go with the hype..Go, sit back and enjoy. Just like Inception, this movie will be known as great after few months(I know people who said Inception was a crap when it released, and after few months rating it 10/10 in IMDb :D). I don't wanna spoil anything(If you want PM me). Also, make sure you go to the best theatre close to you. (If you loved Donnie Darko, 2001: A Space Odyssey, this is the one for you, Get ready to get mind blown!!) Interstellar Movie is EPIC in all sense!!",sanjay219,2014-11-04
Breathtaking Cinematic Masterpiece,"It's difficult to put into words how breathtaking and epic this movie is. It is the greatest film I have ever seen. The blending of a close, intimate father daughter relationship with a larger than life space expedition to save humanity is executed brilliantly by Nolan and crew. The visual effects, story line, writing, acting, and scientific accuracy were all perfect in my eyes, but it's the sheer emotion of the film that gets you. Multiple scenes will have you wiping your eyes as Nolan's manipulation of time in this movie does a brilliant job of evoking never before felt emotions in the viewer. A true masterpiece of cinema.",jonrobins-33542,2024-12-10
"Some interesting ideas, but overall unsatisfying","I have to begin this review by acknowledging that I saw this movie under less than optimal conditions - on the screen on the back of a Jet Blue seat. Whatever visual magic might have impressed me was grainy and small, and the sound was murky. There's a good chance I would have liked this film better if seen properly.

That being said, I probably wouldn't have liked it a *lot* better, because the things I didn't like would have been the same.

First off, I thought the movie was off to a real slow start. It was basically a dust bowl family saga, and while I'll admit you needed some context for what happens later, it felt like it went on much too long.

The early space experience also didn't engage me that much. Part of the problem might just be my expectations for a Christopher Nolan movie. I knew almost nothing about this film going in, but I think of Nolan as the director of Inception and Memento, and Interstellar was just so darn straightforward (at least at first).

Eventually (the movie is almost three hours, so it really takes its time) the film's more intriguing ideas appear, such as the trickiness of relative time. The movie also becomes more eventful. Yet still there were things I found offputting; the first death in the movie makes no sense; it shouldn't have happened, and realistically wouldn't have. (Later I read a critique that pointed out that the whole scene wouldn't have happened that way unless everyone involved was an idiot.) 

The movie did, become more engrossing as it got more involved, playing with its time concept and tossed in some interesting twists and suspenseful moments. 

Alas, whatever gains the movie had made in my heart were squandered in the end. Apparently the movie had a scientist to make sure the science was good, and perhaps it was, yet to me the final part seemed incredibly silly, with way too much leaning on non-science things like intuition. And the last scenes were just .... huh? (Although someone in the IMDb board came up with a very Christopher Nolan interpretation of the end that I found more appealing.)

As I say, if I'd seen it on the big screen I might have been more forgiving of its flaws, and it's very possible things like the reportedly hardcore seriousness with which it approached getting the look of a black hole just right would have made its length and plot weaknesses more palatable. But even saying that, I cannot see any way this movie would ever impress me as much as it has others.",cherold,2015-03-13
The GENIUS shocks the world by another unique innovation..!!,"(((WOW)))...!!!

It's almost impossible to put in words, but we have to try and give everyone what he truly deserve.

In my modest opinion, Interstellar is the best Sci-Fi in human history. Believe it or not. It's the simple and the complicated, It's the usual and the different, It's the mind and the heart, It's an emotional and psychological journey through the unknown which has its own stunning visuals. It's an original story and thought-provoking masterpiece.

Every single time with him, you just got crazy about his ideas, astonished by his mind games and inspired when he talks to the heart.

Back then, he was an ambitious young director. And with his capabilities made his own way straight through the world. Now, he is an icon and a legend of directing. He is Christopher Nolan...

Really guys, what's wrong with this guy ?!! what's going on inside his head ?!!

It's our job to honor the honorable. Please, Just keep the rating UP, why ? Because Chris. and Interstellar deserve it.",Midosaad2010,2014-11-05
More than a film .,"Interstellar.

You come into the film expecting a decent sci fi film and in the process , hope to know something a bit more about the void , but you come out having witnessed a grandiose yet heart warming story . The genre of the film easily comes under the banner of sci fi , but underneath the shroud of the opus and all the visual spectacle it provides ; at the core it is the story of the relationship between a Father and his Daughter which resonates with the viewer at a level which is hard to put in words. Rarely you will witness emotions pass through you as you see the credits roll for a sci fi film .How Mr. Nolan has so delicately woven a story with this level of Spectacle and feeling is a tale for the ballads . Supported by great performances from the cast ,a legendary score from Mr. Zimmer , beautiful visuals , Interstellar is a definite must watch.",KEVINROSHEN,2023-01-26
